,Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,FraudFound_P,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy,ClaimSize
95,Apr,4,Thursday,Honda,Urban,Friday,Apr,4,Male,Single,18.0,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,132,14,400,3.0,more than 30,more than 30,none,3 years,21 to 25,No,No,External,more than 5,no change,1 vehicle,1994,Collision,8606.04253787013
96,Oct,3,Thursday,Pontiac,Urban,Thursday,Oct,4,Male,Married,60.0,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,133,6,400,4.0,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,1 to 2,no change,1 vehicle,1994,Collision,9195.6689726381
97,Mar,2,Monday,Toyota,Urban,Tuesday,Mar,4,Male,Married,41.0,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,137,9,400,4.0,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Collision,4191.31694249056
98,Feb,4,Monday,Toyota,Urban,Wednesday,Mar,1,Male,Married,29.0,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,138,9,400,4.0,more than 30,more than 30,none,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,All Perils,6061.06981961005
99,Dec,4,Wednesday,Mercury,Urban,Thursday,Jan,1,Male,Married,42.0,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,139,2,400,2.0,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,All Perils,13980.7120145997
100,Jun,4,Monday,Pontiac,Urban,Tuesday,Jul,1,Male,Married,32.0,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,142,3,400,4.0,more than 30,more than 30,1,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils,1916.43587444163
101,Feb,5,Monday,Chevrolet,Urban,Friday,Mar,1,Male,Married,52.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,143,10,400,4.0,more than 30,more than 30,none,more than 7,41 to 50,No,No,Internal,3 to 5,no change,5 to 8,1994,Liability,6387.33252839183
102,Feb,3,Thursday,Toyota,Urban,Friday,Feb,3,Male,Married,61.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,144,8,400,2.0,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1994,Collision,2670.71161098707
103,Nov,1,Thursday,Mazda,Urban,Friday,Nov,1,Male,Married,41.0,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,146,6,400,1.0,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,All Perils,5109.10719680292
104,Dec,1,Monday,Toyota,Rural,Tuesday,May,3,Male,Married,39.0,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,1,148,1,400,3.0,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,more than 5,under 6 months,2 vehicles,1994,All Perils,9595.95393765957
105,Jan,2,Monday,Pontiac,Urban,Friday,Jan,2,Female,Married,31.0,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,151,8,400,1.0,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Collision,5160.08469190022
106,Jan,2,Tuesday,Pontiac,Urban,Tuesday,Jan,2,Male,Single,23.0,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,152,8,400,4.0,more than 30,more than 30,more than 4,5 years,26 to 30,No,No,External,3 to 5,no change,1 vehicle,1994,Liability,12084.1993772337
107,Jan,2,Tuesday,Pontiac,Urban,Friday,Jan,2,Male,Single,31.0,Third Party,Sedan - Liability,Sport,30000 to 39000,0,153,10,400,3.0,more than 30,more than 30,1,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Liability,26381.0364584074
108,Sep,4,Tuesday,Honda,Urban,Monday,Oct,1,Male,Married,50.0,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,154,2,500,3.0,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,more than 5,2 to 3 years,1 vehicle,1994,All Perils,4633.07688663585
109,Jan,5,Saturday,Honda,Urban,Monday,Jan,5,Female,Single,33.0,Third Party,Sedan - Liability,Sport,20000 to 29000,0,155,8,400,3.0,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability,5367.87801063815
110,Jan,5,Sunday,Accura,Urban,Tuesday,Feb,1,Male,Married,30.0,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,156,6,400,2.0,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,Liability,69032.4975191079
111,Jan,5,Monday,Mazda,Urban,Thursday,Feb,1,Male,Married,44.0,Policy Holder,Sedan - Collision,Sedan,40000 to 59000,0,157,13,400,1.0,more than 30,more than 30,more than 4,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1994,Collision,80176.9989522525
112,Jan,4,Wednesday,Chevrolet,Urban,Tuesday,Feb,4,Male,Married,46.0,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,158,13,400,2.0,more than 30,more than 30,1,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,All Perils,51208.1874406152
113,Jan,5,Saturday,Honda,Urban,Wednesday,Feb,1,Male,Single,31.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,159,11,400,4.0,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,Liability,7730.29591404469
114,Jan,5,Friday,Honda,Urban,Friday,Jan,5,Male,Married,48.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,160,5,400,3.0,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,Liability,8696.48386951635
115,Dec,2,Friday,Chevrolet,Urban,Friday,Jan,2,Male,Married,33.0,Policy Holder,Sedan - All Perils,Sedan,more than 69000,1,161,12,400,3.0,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils,51335.8290596568
116,Jan,4,Tuesday,Honda,Urban,Wednesday,Jan,4,Male,Single,0.0,Policy Holder,Sedan - Liability,Sport,more than 69000,0,162,3,400,1.0,more than 30,more than 30,2 to 4,new,16 to 17,No,No,External,none,no change,1 vehicle,1994,Liability,51707.8402155283
117,Jan,4,Friday,Chevrolet,Urban,Wednesday,Jan,4,Female,Single,37.0,Third Party,Sedan - Liability,Sport,more than 69000,0,163,5,400,3.0,more than 30,more than 30,1,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1994,Liability,64586.618621288
118,Jan,4,Friday,Toyota,Urban,Thursday,Jan,4,Male,Married,43.0,Third Party,Sedan - All Perils,Sedan,less than 20000,0,164,3,400,3.0,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,All Perils,3241.70225610438
119,Jan,2,Wednesday,Toyota,Urban,Monday,Jan,4,Female,Married,32.0,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,165,14,400,1.0,more than 30,more than 30,more than 4,4 years,31 to 35,No,No,External,1 to 2,no change,3 to 4,1994,Collision,50943.2755097315
120,Jan,2,Thursday,Toyota,Urban,Thursday,Jan,2,Male,Married,57.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,166,4,400,1.0,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,3 to 5,no change,1 vehicle,1994,Liability,7438.40408974705
121,Oct,2,Saturday,Toyota,Urban,Monday,Oct,2,Female,Single,27.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,168,12,400,4.0,more than 30,more than 30,none,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Collision,1203.36165898769
122,May,4,Friday,Nisson,Rural,Wednesday,Jul,2,Male,Married,42.0,Policy Holder,Utility - All Perils,Utility,more than 69000,0,169,6,400,4.0,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,none,4 to 8 years,2 vehicles,1994,All Perils,82440.2083670953
123,May,3,Thursday,Honda,Urban,Monday,May,4,Male,Married,57.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,170,7,400,1.0,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1994,Liability,1349.53206812525
124,Mar,4,Friday,Pontiac,Urban,Wednesday,Mar,5,Male,Single,32.0,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,171,2,400,3.0,more than 30,more than 30,none,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,All Perils,4941.67528436364
125,Feb,2,Monday,VW,Urban,Tuesday,Feb,4,Male,Married,36.0,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,173,2,400,4.0,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Collision,1680.05813645407
126,Feb,1,Monday,Honda,Urban,Tuesday,Feb,2,Female,Single,32.0,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,175,14,400,1.0,more than 30,more than 30,1,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils,2788.4146197906
127,Feb,1,Sunday,Chevrolet,Urban,Thursday,Feb,2,Male,Single,33.0,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,176,1,400,2.0,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils,0.0
128,Feb,2,Tuesday,Saab,Urban,Wednesday,Feb,2,Male,Married,37.0,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,177,1,400,2.0,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils,52942.992707335
129,Jan,5,Tuesday,Honda,Urban,Wednesday,Feb,1,Female,Single,26.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,178,16,400,3.0,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Liability,13290.6464902749
130,Jan,3,Sunday,Chevrolet,Urban,Wednesday,Jan,3,Male,Married,53.0,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,179,5,400,1.0,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils,3069.55522767469
131,Jan,3,Saturday,Mercury,Rural,Tuesday,Jan,3,Male,Married,53.0,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,180,12,400,3.0,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,All Perils,2458.71794045361
132,Jan,3,Monday,Ford,Urban,Tuesday,Jan,3,Male,Married,74.0,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,181,8,400,4.0,more than 30,more than 30,2 to 4,more than 7,over 65,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils,7897.53277459034
133,Jun,3,Tuesday,Pontiac,Urban,Thursday,Jul,4,Male,Married,50.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,182,3,400,2.0,more than 30,more than 30,1,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1994,Collision,8461.49404753265
134,Jun,2,Thursday,Mazda,Urban,Friday,Jun,2,Male,Single,27.0,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,183,3,400,4.0,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,1 year,1 vehicle,1994,All Perils,3601.50438180036
135,Dec,2,Sunday,Toyota,Urban,Tuesday,Feb,1,Male,Married,48.0,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,184,7,400,1.0,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,All Perils,39437.2124316783
136,Jan,1,Sunday,Chevrolet,Urban,Tuesday,Jan,1,Female,Single,55.0,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,185,2,400,2.0,more than 30,more than 30,none,7 years,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils,8960.65759254679
137,Jan,1,Sunday,Pontiac,Urban,Wednesday,Jan,1,Male,Married,48.0,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,186,10,400,4.0,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,All Perils,1516.57059757309
138,Jan,1,Monday,Honda,Urban,Wednesday,Jan,2,Male,Single,0.0,Third Party,Sedan - Liability,Sport,more than 69000,0,187,8,400,4.0,more than 30,more than 30,2 to 4,new,16 to 17,No,No,External,none,no change,1 vehicle,1994,Liability,73450.6398447983
139,Dec,5,Thursday,Pontiac,Urban,Friday,Jan,2,Male,Married,54.0,Third Party,Sedan - Liability,Sport,20000 to 29000,0,188,10,400,4.0,more than 30,more than 30,1,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1994,Liability,7095.7333781378
140,Dec,2,Monday,Mazda,Urban,Monday,Jan,1,Male,Married,43.0,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,1,190,10,400,2.0,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,none,4 to 8 years,2 vehicles,1994,All Perils,50130.9994560353
141,Dec,5,Friday,Mazda,Urban,Tuesday,Jan,1,Male,Married,41.0,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,191,1,400,4.0,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1994,Collision,5341.58522779065
142,Feb,2,Sunday,Toyota,Urban,Monday,Feb,3,Female,Married,43.0,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,194,1,400,3.0,more than 30,more than 30,none,6 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,All Perils,5383.50418269285
143,Dec,3,Thursday,Honda,Urban,Monday,Jan,1,Male,Married,39.0,Policy Holder,Sport - Collision,Sport,more than 69000,1,195,13,400,3.0,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1994,Collision,63282.7143677042
144,Feb,1,Friday,Chevrolet,Urban,Wednesday,Feb,2,Male,Married,49.0,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,196,4,400,3.0,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,Collision,19544.1986664361
145,Aug,1,Wednesday,Mazda,Urban,Thursday,Sep,2,Male,Married,36.0,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,198,1,400,3.0,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Collision,7932.69088613948
146,Mar,1,Sunday,Pontiac,Urban,Friday,Mar,2,Female,Married,52.0,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,199,4,400,4.0,more than 30,more than 30,2 to 4,6 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,All Perils,683.257352622543
147,Dec,4,Friday,Mazda,Urban,Monday,Jan,1,Male,Married,38.0,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,201,10,400,4.0,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1994,Collision,6415.38455593895
148,Dec,4,Monday,Honda,Rural,Friday,Jan,2,Male,Single,0.0,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,203,14,400,3.0,more than 30,more than 30,2 to 4,new,16 to 17,No,No,External,none,no change,1 vehicle,1994,Collision,83698.6991271822
149,Sep,1,Monday,Honda,Rural,Tuesday,Sep,1,Male,Married,41.0,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,204,6,400,4.0,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Liability,823.183581169203
150,Dec,3,Friday,Pontiac,Urban,Tuesday,Jan,3,Male,Married,41.0,Third Party,Sedan - All Perils,Sedan,less than 20000,1,205,16,500,3.0,none,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,2 to 3 years,1 vehicle,1994,All Perils,2488.549523954
151,Apr,4,Saturday,Pontiac,Urban,Tuesday,May,1,Male,Married,64.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,206,15,400,3.0,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,none,no change,3 to 4,1994,Collision,2199.77943132296
152,Dec,3,Saturday,Pontiac,Urban,Monday,Jan,2,Male,Married,27.0,Policy Holder,Sedan - Collision,Sedan,more than 69000,1,207,11,400,4.0,more than 30,more than 30,2 to 4,4 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Collision,55309.9207350737
153,Oct,1,Saturday,Toyota,Urban,Tuesday,Oct,2,Male,Single,21.0,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,209,5,400,2.0,more than 30,more than 30,1,5 years,26 to 30,No,No,External,none,no change,1 vehicle,1994,Collision,2081.79607028236
154,Dec,4,Tuesday,Pontiac,Rural,Wednesday,Mar,3,Male,Married,31.0,Third Party,Sedan - All Perils,Sedan,less than 20000,0,210,16,400,2.0,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils,8577.54044935225
155,Apr,3,Monday,Pontiac,Urban,Monday,Apr,3,Male,Single,39.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,211,3,400,1.0,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,more than 5,4 to 8 years,2 vehicles,1994,Collision,3114.78746682055
156,Feb,4,Wednesday,Honda,Rural,Monday,Feb,5,Female,Married,37.0,Third Party,Sedan - All Perils,Sedan,less than 20000,0,212,1,400,1.0,more than 30,more than 30,none,5 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils,5802.12187142773
157,Feb,3,Monday,Accura,Urban,Tuesday,Feb,3,Male,Married,41.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,213,11,400,4.0,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1994,Collision,14529.2534367344
158,Aug,2,Thursday,Pontiac,Urban,Wednesday,Aug,3,Male,Married,37.0,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,214,16,400,4.0,more than 30,more than 30,none,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils,7788.77451160716
159,Jun,4,Saturday,Mazda,Rural,Monday,Jun,4,Male,Married,28.0,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,215,7,400,1.0,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,Collision,87802.6902108818
160,Jun,1,Friday,Chevrolet,Urban,Monday,Sep,2,Male,Married,57.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,216,12,400,1.0,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1994,Collision,4149.53749617501
161,Jun,1,Friday,Toyota,Urban,Tuesday,Jun,3,Male,Married,61.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,217,9,400,2.0,15 to 30,more than 30,none,more than 7,51 to 65,Yes,No,External,none,no change,1 vehicle,1994,Collision,8505.46751078618
162,Feb,1,Thursday,Chevrolet,Urban,Monday,Feb,1,Male,Married,52.0,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,220,1,400,4.0,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils,50126.9759553489
163,Jul,4,Monday,Toyota,Urban,Thursday,Sep,1,Male,Single,23.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,221,15,400,1.0,more than 30,more than 30,2 to 4,6 years,26 to 30,No,No,External,3 to 5,no change,1 vehicle,1994,Liability,6801.08703422694
164,Jun,4,Wednesday,Pontiac,Urban,Friday,Jun,4,Male,Married,38.0,Policy Holder,Sedan - Liability,Sport,less than 20000,0,222,2,400,4.0,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Liability,19327.0569346028
165,Jan,2,Monday,Toyota,Urban,Wednesday,Jan,2,Male,Married,32.0,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,223,13,400,4.0,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision,2944.82157624928
166,Jan,2,Monday,Honda,Urban,Tuesday,Jan,2,Male,Married,26.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,224,9,400,2.0,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Liability,25631.1817756684
167,Jan,2,Monday,Toyota,Urban,Tuesday,Jan,2,Male,Married,57.0,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,225,4,400,1.0,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1994,All Perils,8255.70115450961
168,Nov,3,Monday,Pontiac,Urban,Monday,Nov,3,Male,Married,29.0,Policy Holder,Sedan - Liability,Sport,more than 69000,0,226,2,400,2.0,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability,55538.4733157717
169,Oct,4,Wednesday,Pontiac,Urban,Thursday,Oct,4,Male,Married,65.0,Policy Holder,Sedan - Liability,Sport,more than 69000,0,230,14,400,4.0,more than 30,more than 30,more than 4,7 years,51 to 65,No,No,External,3 to 5,no change,1 vehicle,1994,Liability,67116.2588003759
170,Jun,2,Monday,Pontiac,Urban,Thursday,Jun,4,Male,Married,33.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,231,13,400,1.0,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision,8305.68441871467
171,Apr,2,Friday,Mazda,Urban,Friday,Apr,2,Male,Married,44.0,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,232,10,400,2.0,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,none,4 to 8 years,2 vehicles,1994,All Perils,2302.77499943482
172,Dec,4,Thursday,Chevrolet,Urban,Monday,Jan,1,Male,Married,26.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,233,12,400,2.0,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision,9465.80765347858
173,Mar,5,Tuesday,VW,Urban,Tuesday,Apr,1,Male,Married,32.0,Third Party,Sedan - Collision,Sedan,more than 69000,0,234,5,400,2.0,more than 30,more than 30,none,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Collision,59446.6079852692
174,Mar,4,Thursday,Mercury,Urban,Friday,Mar,4,Male,Married,29.0,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,235,16,400,3.0,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils,8228.17199612148
